customer_id,product_id,purchase_count,avg_interval_days,std_interval_days,last_purchase_date,days_since_last_purchase,product_reorder_ratio,opportunity_status,opportunity_status_v2,regularity_score,history_score,timing_score,confidence_score_v2,avg_quantity,median_quantity,avg_unit_price,median_line_value,expected_revenue,opportunity_score_v2,customer_name,product_name,recommendation
262,149,12,85.0,35.8,2025-07-28,156,1.8352941176470587,overdue,overdue,0.5788235294117647,1.0,0.16470588235294126,60.2,9.9,9.5,435.57,3995.2,4137.92,249102.784,Klient_262,Produkt_149,Skontaktuj się z klientem pilnie
27,56,17,63.6,49.1,2025-10-23,69,1.0849056603773584,due_soon,due_soon,0.2279874213836478,1.0,0.9150943396226416,63.1,10.6,12.0,327.98,3718.32,3935.76,248346.456,Klient_027,Produkt_056,Przygotuj ofertę ponownego zakupu
211,31,5,167.0,59.6,2025-03-06,300,1.7964071856287425,overdue,overdue,0.6431137724550898,0.625,0.20359281437125754,52.8,10.0,11.0,427.55,4662.13,4703.05,248321.04,Klient_211,Produkt_031,Skontaktuj się z klientem pilnie
17,34,14,75.5,64.0,2025-10-16,76,1.0066225165562914,due_soon,due_soon,0.152317880794702,1.0,0.9933774834437086,61.7,10.6,13.0,309.56,3972.15,4024.28,248298.07600000003,Klient_017,Produkt_034,Przygotuj ofertę ponownego zakupu
269,126,15,67.9,37.6,2025-09-06,116,1.7083946980854197,overdue,overdue,0.4462444771723123,1.0,0.29160530191458034,57.4,9.8,9.0,479.79,4035.96,4318.11,247859.51399999997,Klient_269,Produkt_126,Skontaktuj się z klientem pilnie
128,57,5,190.0,101.8,2025-02-25,309,1.6263157894736842,overdue,overdue,0.4642105263157895,0.625,0.37368421052631584,49.0,11.6,14.0,360.45,5156.48,5046.3,247268.7,Klient_128,Produkt_057,Skontaktuj się z klientem pilnie
83,41,10,97.3,88.7,2025-08-06,147,1.510791366906475,overdue,overdue,0.08838643371017463,1.0,0.489208633093525,46.2,11.1,12.0,444.04,5122.68,5328.48,246175.77599999998,Klient_083,Produkt_041,Skontaktuj się z klientem pilnie
24,61,13,78.6,88.7,2025-10-19,73,0.9287531806615776,due_soon,due_soon,0.0,1.0,0.9287531806615776,53.2,12.5,14.0,330.45,4858.56,4626.3,246119.16000000003,Klient_024,Produkt_061,Przygotuj ofertę ponownego zakupu
139,30,9,116.0,115.1,2025-09-11,111,0.9568965517241379,due_soon,due_soon,0.007758620689655271,1.0,0.9568965517241379,54.3,12.7,14.0,323.64,4415.04,4530.96,246031.128,Klient_139,Produkt_030,Przygotuj ofertę ponownego zakupu
103,8,14,71.8,92.4,2025-09-25,97,1.350974930362117,overdue,overdue,0.0,1.0,0.649025069637883,46.2,11.3,12.5,425.15,5385.44,5314.38,245524.35600000003,Klient_103,Produkt_008,Skontaktuj się z klientem pilnie
293,11,6,150.8,106.5,2025-08-02,151,1.0013262599469495,due_soon,due_soon,0.29376657824933694,0.75,0.9986737400530505,60.7,9.8,9.5,424.36,4118.96,4031.42,244707.19400000002,Klient_293,Produkt_011,Przygotuj ofertę ponownego zakupu
12,54,19,57.2,50.0,2025-11-12,49,0.8566433566433566,due_soon,due_soon,0.12587412587412594,1.0,0.8566433566433566,57.1,12.7,13.0,328.06,4324.58,4264.78,243518.938,Klient_012,Produkt_054,Przygotuj ofertę ponownego zakupu
109,61,13,82.2,75.3,2025-10-14,78,0.948905109489051,due_soon,due_soon,0.08394160583941612,1.0,0.948905109489051,57.5,10.7,13.0,325.35,4327.31,4229.55,243199.125,Klient_109,Produkt_061,Przygotuj ofertę ponownego zakupu
181,140,12,84.2,54.1,2025-08-05,148,1.7577197149643704,overdue,overdue,0.3574821852731591,1.0,0.2422802850356296,52.1,10.8,10.5,444.0,4474.84,4662.0,242890.2,Klient_181,Produkt_140,Skontaktuj się z klientem pilnie
134,34,12,83.9,62.9,2025-10-05,87,1.036948748510131,due_soon,due_soon,0.25029797377830754,1.0,0.963051251489869,65.3,10.8,11.5,321.82,3735.21,3700.93,241670.729,Klient_134,Produkt_034,Przygotuj ofertę ponownego zakupu
85,25,25,41.9,21.1,2025-10-31,61,1.4558472553699284,overdue,overdue,0.4964200477326969,1.0,0.5441527446300716,65.9,9.3,8.0,456.96,3700.8,3655.68,240909.312,Klient_085,Produkt_025,Skontaktuj się z klientem pilnie
66,92,6,157.8,71.6,2025-05-08,237,1.5019011406844105,overdue,overdue,0.5462610899873258,0.75,0.4980988593155895,59.5,11.3,11.5,350.95,4083.8,4035.92,240137.24,Klient_066,Produkt_092,Skontaktuj się z klientem pilnie
123,116,24,45.1,26.2,2025-11-18,43,0.9534368070953436,due_soon,due_soon,0.4190687361419069,1.0,0.9534368070953436,72.7,10.0,10.0,330.13,3299.27,3301.3,240004.51,Klient_123,Produkt_116,Przygotuj ofertę ponownego zakupu
144,129,13,78.8,51.5,2025-08-20,133,1.6878172588832487,overdue,overdue,0.34644670050761417,1.0,0.31218274111675126,53.4,8.9,9.0,498.35,4193.1,4485.15,239507.00999999998,Klient_144,Produkt_129,Skontaktuj się z klientem pilnie
294,80,7,124.5,89.9,2025-08-08,145,1.1646586345381527,due_soon,due_soon,0.2779116465863454,0.875,0.8353413654618473,59.6,10.3,10.0,401.12,4100.8,4011.2,239067.52,Klient_294,Produkt_080,Przygotuj ofertę ponownego zakupu
86,11,6,93.2,46.5,2025-08-30,123,1.3197424892703862,overdue,overdue,0.5010729613733906,0.75,0.6802575107296138,62.1,9.2,9.0,427.33,3824.85,3845.97,238834.737,Klient_086,Produkt_011,Skontaktuj się z klientem pilnie
86,20,10,93.9,65.0,2025-08-02,151,1.6080937167199147,overdue,overdue,0.30777422790202347,1.0,0.39190628328008525,53.6,9.3,9.5,468.59,4490.97,4451.6,238605.76000000004,Klient_086,Produkt_020,Skontaktuj się z klientem pilnie
152,68,6,161.6,174.2,2025-07-04,180,1.113861386138614,due_soon,due_soon,0.0,0.75,0.886138613861386,44.7,10.3,11.0,482.18,5083.21,5303.98,237087.906,Klient_152,Produkt_068,Przygotuj ofertę ponownego zakupu
88,7,3,255.5,108.2,2025-03-11,295,1.1545988258317026,due_soon,due_soon,0.5765166340508806,0.375,0.8454011741682974,58.3,12.0,11.0,367.5,4090.02,4042.5,235677.75,Klient_088,Produkt_007,Przygotuj ofertę ponownego zakupu
131,98,17,61.4,38.6,2025-09-13,109,1.7752442996742672,overdue,overdue,0.37133550488599343,1.0,0.22475570032573278,52.3,12.8,15.0,300.37,4494.0,4505.55,235640.26499999998,Klient_131,Produkt_098,Skontaktuj się z klientem pilnie
242,117,7,118.8,58.6,2025-07-18,166,1.3973063973063973,overdue,overdue,0.5067340067340067,0.875,0.6026936026936027,64.1,9.7,8.0,450.79,3683.84,3606.32,231165.112,Klient_242,Produkt_117,Skontaktuj się z klientem pilnie
144,85,13,81.6,65.3,2025-10-20,72,0.8823529411764707,due_soon,due_soon,0.19975490196078427,1.0,0.8823529411764707,61.0,10.6,12.0,315.54,3868.68,3786.48,230975.28,Klient_144,Produkt_085,Przygotuj ofertę ponownego zakupu
294,18,8,110.3,67.7,2025-08-08,145,1.314596554850408,overdue,overdue,0.38621940163191293,1.0,0.6854034451495921,64.5,9.9,10.0,356.93,3534.6,3569.3,230219.85,Klient_294,Produkt_018,Skontaktuj się z klientem pilnie
4,15,5,181.5,122.8,2025-03-14,292,1.6088154269972452,overdue,overdue,0.3234159779614325,0.625,0.3911845730027548,43.1,11.8,12.0,439.88,5167.2,5278.56,227505.93600000002,Klient_004,Produkt_015,Skontaktuj się z klientem pilnie
119,8,6,163.2,90.5,2025-04-16,259,1.5870098039215688,overdue,overdue,0.4454656862745098,0.75,0.41299019607843124,52.9,10.5,10.0,428.9,4319.18,4289.0,226888.1,Klient_119,Produkt_008,Skontaktuj się z klientem pilnie
268,132,11,95.7,52.8,2025-08-15,138,1.4420062695924765,overdue,overdue,0.4482758620689655,1.0,0.5579937304075235,64.1,11.0,12.0,294.58,3480.12,3534.96,226590.936,Klient_268,Produkt_132,Skontaktuj się z klientem pilnie
242,129,6,128.6,88.6,2025-05-09,236,1.8351477449455678,overdue,overdue,0.3110419906687403,0.75,0.16485225505443224,40.6,10.8,11.0,506.4,5344.25,5570.4,226158.24,Klient_242,Produkt_129,Skontaktuj się z klientem pilnie
60,27,23,47.2,39.4,2025-11-19,42,0.8898305084745762,due_soon,due_soon,0.1652542372881357,1.0,0.8898305084745762,59.7,9.0,9.0,420.67,4122.09,3786.03,226025.991,Klient_060,Produkt_027,Przygotuj ofertę ponownego zakupu
257,132,18,52.1,27.0,2025-10-28,64,1.2284069097888675,overdue,overdue,0.48176583493282155,1.0,0.7715930902111325,71.0,10.4,11.0,287.21,3285.81,3159.31,224311.01,Klient_257,Produkt_132,Skontaktuj się z klientem pilnie
172,102,24,45.1,19.4,2025-11-04,57,1.2638580931263859,overdue,overdue,0.5698447893569845,1.0,0.7361419068736141,74.0,9.5,10.0,302.68,3051.3,3026.8,223983.2,Klient_172,Produkt_102,Skontaktuj się z klientem pilnie
32,95,11,88.2,43.6,2025-08-17,136,1.5419501133786848,overdue,overdue,0.5056689342403629,1.0,0.4580498866213152,64.2,12.6,14.0,248.6,3680.04,3480.4,223441.68000000002,Klient_032,Produkt_095,Skontaktuj się z klientem pilnie
29,41,5,188.0,52.8,2025-05-08,237,1.2606382978723405,overdue,overdue,0.7191489361702128,0.625,0.7393617021276595,69.6,9.4,7.0,458.62,3331.09,3210.34,223439.664,Klient_029,Produkt_041,Skontaktuj się z klientem pilnie
17,144,12,89.2,64.6,2025-10-16,76,0.852017937219731,due_soon,due_soon,0.27578475336322883,1.0,0.852017937219731,63.7,8.3,7.5,467.14,3645.1,3503.55,223176.135,Klient_017,Produkt_144,Przygotuj ofertę ponownego zakupu
171,115,5,196.2,114.9,2025-06-26,188,0.9582059123343527,due_soon,due_soon,0.4143730886850152,0.625,0.9582059123343527,61.4,10.2,10.0,363.21,3428.3,3632.1,223010.94,Klient_171,Produkt_115,Przygotuj ofertę ponownego zakupu
184,148,9,116.1,65.8,2025-09-07,115,0.9905254091300604,due_soon,due_soon,0.4332472006890612,1.0,0.9905254091300604,74.3,9.3,9.0,332.93,2882.43,2996.37,222630.291,Klient_184,Produkt_148,Przygotuj ofertę ponownego zakupu
225,58,21,50.8,32.0,2025-10-12,80,1.5748031496062993,overdue,overdue,0.3700787401574803,1.0,0.4251968503937007,57.3,9.8,12.0,319.77,3780.48,3837.24,219873.85199999998,Klient_225,Produkt_058,Skontaktuj się z klientem pilnie
186,47,6,159.8,108.0,2025-07-10,174,1.0888610763454316,due_soon,due_soon,0.3241551939924907,0.75,0.9111389236545684,59.9,9.2,8.0,456.22,3743.21,3649.76,218620.624,Klient_186,Produkt_047,Przygotuj ofertę ponownego zakupu
41,118,12,91.1,84.8,2025-10-03,89,0.9769484083424809,due_soon,due_soon,0.06915477497255762,1.0,0.9769484083424809,57.5,12.4,14.0,270.37,3736.26,3785.18,217647.84999999998,Klient_041,Produkt_118,Przygotuj ofertę ponownego zakupu
59,32,11,94.2,95.2,2025-09-13,109,1.157112526539278,due_soon,due_soon,0.0,1.0,0.8428874734607219,51.1,12.1,12.0,354.42,4100.47,4253.04,217330.344,Klient_059,Produkt_032,Przygotuj ofertę ponownego zakupu
163,119,8,121.1,51.1,2025-09-10,112,0.9248554913294799,due_soon,due_soon,0.5780346820809248,1.0,0.9248554913294799,79.1,10.2,10.0,274.26,2586.56,2742.6,216939.65999999997,Klient_163,Produkt_119,Przygotuj ofertę ponownego zakupu
64,18,11,79.2,27.9,2025-08-24,129,1.6287878787878787,overdue,overdue,0.6477272727272727,1.0,0.3712121212121213,68.4,9.9,9.0,350.98,3256.65,3158.82,216063.28800000003,Klient_064,Produkt_018,Skontaktuj się z klientem pilnie
182,71,16,64.6,43.8,2025-09-22,100,1.5479876160990713,overdue,overdue,0.32198142414860675,1.0,0.4520123839009287,55.8,9.4,9.5,400.1,3696.97,3800.95,212093.00999999998,Klient_182,Produkt_071,Skontaktuj się z klientem pilnie
189,127,5,139.2,61.4,2025-05-09,236,1.6954022988505748,overdue,overdue,0.5589080459770115,0.625,0.3045977011494252,51.5,8.4,10.0,411.5,3816.6,4115.0,211922.5,Klient_189,Produkt_127,Skontaktuj się z klientem pilnie
245,132,12,90.2,50.9,2025-10-08,84,0.9312638580931264,due_soon,due_soon,0.43569844789356993,1.0,0.9312638580931264,72.9,10.9,10.0,290.43,2909.15,2904.3,211723.47000000003,Klient_245,Produkt_132,Przygotuj ofertę ponownego zakupu
104,53,3,208.0,31.1,2025-05-05,240,1.1538461538461537,due_soon,due_soon,0.8504807692307692,0.375,0.8461538461538463,70.7,12.7,12.0,249.49,2978.76,2993.88,211667.31600000002,Klient_104,Produkt_053,Przygotuj ofertę ponownego zakupu
246,146,6,164.2,147.3,2025-05-22,223,1.3580998781973204,overdue,overdue,0.10292326431181475,0.75,0.6419001218026796,43.2,11.8,13.5,362.86,4686.98,4898.61,211619.952,Klient_246,Produkt_146,Skontaktuj się z klientem pilnie
245,46,11,92.3,101.9,2025-10-08,84,0.9100758396533045,due_soon,due_soon,0.0,1.0,0.9100758396533045,52.8,9.2,9.0,440.78,3754.98,3967.02,209458.656,Klient_245,Produkt_046,Przygotuj ofertę ponownego zakupu
37,4,13,77.2,54.1,2025-08-22,131,1.6968911917098446,overdue,overdue,0.2992227979274611,1.0,0.3031088082901554,51.0,11.2,12.0,339.18,3851.4,4070.16,207578.16,Klient_037,Produkt_004,Skontaktuj się z klientem pilnie
140,25,9,110.0,53.6,2025-07-25,159,1.4454545454545455,overdue,overdue,0.5127272727272727,1.0,0.5545454545454545,66.9,8.4,7.0,442.82,3040.8,3099.74,207372.606,Klient_140,Produkt_025,Skontaktuj się z klientem pilnie
65,56,11,90.5,85.3,2025-10-03,89,0.9834254143646409,due_soon,due_soon,0.05745856353591161,1.0,0.9834254143646409,57.2,11.9,11.0,327.63,3607.56,3603.93,206144.796,Klient_065,Produkt_056,Przygotuj ofertę ponownego zakupu
198,70,7,121.7,45.0,2025-07-24,160,1.314708299096138,overdue,overdue,0.6302382908792112,0.875,0.6852917009038619,71.7,12.1,12.0,239.52,2791.2,2874.24,206083.008,Klient_198,Produkt_070,Skontaktuj się z klientem pilnie
133,135,13,81.2,66.8,2025-10-01,91,1.1206896551724137,due_soon,due_soon,0.17733990147783263,1.0,0.8793103448275863,60.0,13.2,13.0,263.98,3352.8,3431.74,205904.4,Klient_133,Produkt_135,Przygotuj ofertę ponownego zakupu
283,130,8,124.7,72.8,2025-05-26,219,1.756214915797915,overdue,overdue,0.4161988773055333,1.0,0.243785084202085,54.8,14.5,16.5,225.01,3770.54,3712.66,203453.76799999998,Klient_283,Produkt_130,Skontaktuj się z klientem pilnie
220,30,4,248.7,178.1,2025-04-15,260,1.045436268596703,due_soon,due_soon,0.2838761560112585,0.5,0.9545637314032971,51.6,12.0,12.5,314.63,3906.6,3932.88,202936.608,Klient_220,Produkt_030,Przygotuj ofertę ponownego zakupu
112,86,14,77.2,57.3,2025-10-26,66,0.854922279792746,due_soon,due_soon,0.25777202072538863,1.0,0.854922279792746,63.0,8.9,7.5,428.08,3091.92,3210.6,202267.8,Klient_112,Produkt_086,Przygotuj ofertę ponownego zakupu
46,11,8,124.3,84.9,2025-08-31,122,0.9814963797264682,due_soon,due_soon,0.31697506033789213,1.0,0.9814963797264682,68.8,8.5,7.0,417.17,2901.78,2920.19,200909.072,Klient_046,Produkt_011,Przygotuj ofertę ponownego zakupu
274,103,6,172.8,80.9,2025-05-27,218,1.261574074074074,overdue,overdue,0.5318287037037037,0.75,0.738425925925926,64.9,8.8,8.5,363.88,3128.04,3092.98,200734.40200000003,Klient_274,Produkt_103,Skontaktuj się z klientem pilnie
123,148,23,44.8,19.1,2025-10-23,69,1.5401785714285716,overdue,overdue,0.5736607142857142,1.0,0.4598214285714284,67.3,9.2,9.0,330.86,3134.3,2977.74,200401.90199999997,Klient_123,Produkt_148,Skontaktuj się z klientem pilnie
292,110,8,127.7,142.5,2025-09-10,112,0.8770555990602975,due_soon,due_soon,0.0,1.0,0.8770555990602975,51.9,11.5,11.0,349.75,3892.3,3847.25,199672.275,Klient_292,Produkt_110,Przygotuj ofertę ponownego zakupu
61,6,26,40.8,24.1,2025-10-21,71,1.7401960784313726,overdue,overdue,0.40931372549019596,1.0,0.2598039215686274,54.9,9.9,9.5,381.9,3556.35,3628.05,199179.945,Klient_061,Produkt_006,Skontaktuj się z klientem pilnie
218,126,6,166.4,152.0,2025-07-14,170,1.0216346153846154,due_soon,due_soon,0.08653846153846156,0.75,0.9783653846153846,50.9,8.5,8.5,460.2,4022.01,3911.7,199105.53,Klient_218,Produkt_126,Przygotuj ofertę ponownego zakupu
233,43,7,131.7,72.6,2025-05-11,234,1.7767653758542143,overdue,overdue,0.44874715261959,0.875,0.22323462414578565,52.0,10.9,11.0,347.34,3906.1,3820.74,198678.47999999998,Klient_233,Produkt_043,Skontaktuj się z klientem pilnie
102,92,5,197.8,116.4,2025-04-30,245,1.2386248736097067,overdue,overdue,0.4115267947421638,0.625,0.7613751263902933,56.3,10.2,10.0,352.54,3696.6,3525.4,198480.02,Klient_102,Produkt_092,Skontaktuj się z klientem pilnie
26,4,6,181.4,103.2,2025-07-20,164,0.9040793825799338,due_soon,due_soon,0.43109151047409044,0.75,0.9040793825799338,64.5,8.3,8.5,359.8,3081.82,3058.3,197260.35,Klient_026,Produkt_004,Przygotuj ofertę ponownego zakupu
193,18,8,118.7,56.7,2025-05-09,236,1.9882055602358888,overdue,overdue,0.5223251895534962,1.0,0.011794439764111209,53.8,10.5,10.5,348.58,3499.6,3660.09,196912.842,Klient_193,Produkt_018,Skontaktuj się z klientem pilnie
110,39,23,46.3,30.7,2025-11-08,53,1.144708423326134,due_soon,due_soon,0.3369330453563715,1.0,0.855291576673866,66.5,8.0,6.0,492.73,3088.86,2956.38,196599.27000000002,Klient_110,Produkt_039,Przygotuj ofertę ponownego zakupu
148,50,4,259.3,188.4,2025-04-27,248,0.9564211338218279,due_soon,due_soon,0.27342846124180487,0.5,0.9564211338218279,51.2,13.0,13.5,284.41,3856.52,3839.54,196584.448,Klient_148,Produkt_050,Przygotuj ofertę ponownego zakupu
80,53,11,97.0,48.2,2025-09-13,109,1.1237113402061856,due_soon,due_soon,0.5030927835051546,1.0,0.8762886597938144,74.5,11.1,11.0,239.34,2649.57,2632.74,196139.12999999998,Klient_080,Produkt_053,Przygotuj ofertę ponownego zakupu
289,74,18,60.5,33.9,2025-10-26,66,1.0909090909090908,due_soon,due_soon,0.43966942148760335,1.0,0.9090909090909092,72.5,10.7,11.0,244.32,2630.35,2687.52,194845.2,Klient_289,Produkt_074,Przygotuj ofertę ponownego zakupu
8,98,10,88.0,46.1,2025-09-15,107,1.2159090909090908,overdue,overdue,0.4761363636363636,1.0,0.7840909090909092,71.0,9.1,9.0,300.98,2667.42,2708.82,192326.22,Klient_008,Produkt_098,Skontaktuj się z klientem pilnie
146,29,18,55.9,44.1,2025-09-13,109,1.9499105545617175,overdue,overdue,0.21109123434704824,1.0,0.05008944543828253,40.8,10.2,10.0,467.98,4625.52,4679.8,190935.84,Klient_146,Produkt_029,Skontaktuj się z klientem pilnie
174,100,12,87.0,67.2,2025-09-06,116,1.3333333333333333,overdue,overdue,0.22758620689655173,1.0,0.6666666666666667,56.9,11.8,14.0,239.68,3154.06,3355.52,190929.088,Klient_174,Produkt_100,Skontaktuj się z klientem pilnie
180,137,15,61.6,38.3,2025-10-14,78,1.2662337662337662,overdue,overdue,0.3782467532467533,1.0,0.7337662337662338,65.4,12.3,13.0,224.43,2992.86,2917.59,190810.38600000003,Klient_180,Produkt_137,Skontaktuj się z klientem pilnie
23,5,15,68.5,59.6,2025-10-31,61,0.8905109489051095,due_soon,due_soon,0.1299270072992701,1.0,0.8905109489051095,58.1,10.5,11.0,297.28,3012.79,3270.08,189991.648,Klient_023,Produkt_005,Przygotuj ofertę ponownego zakupu
147,128,4,194.7,170.8,2025-04-21,254,1.3045711350796096,overdue,overdue,0.12275295326142777,0.5,0.6954288649203904,37.9,11.5,11.0,454.58,5080.46,5000.38,189514.402,Klient_147,Produkt_128,Skontaktuj się z klientem pilnie
133,91,11,84.0,67.1,2025-09-12,110,1.3095238095238095,overdue,overdue,0.20119047619047625,1.0,0.6904761904761905,56.3,7.8,7.0,479.13,3306.38,3353.91,188825.13299999997,Klient_133,Produkt_091,Skontaktuj się z klientem pilnie
223,99,14,74.5,75.3,2025-09-16,106,1.4228187919463087,overdue,overdue,0.0,1.0,0.5771812080536913,44.4,11.9,13.5,314.64,4135.19,4247.64,188595.21600000001,Klient_223,Produkt_099,Skontaktuj się z klientem pilnie
198,115,5,208.5,170.8,2025-04-24,251,1.2038369304556356,overdue,overdue,0.1808153477218225,0.625,0.7961630695443644,46.8,12.2,11.0,365.73,3724.27,4023.03,188277.804,Klient_198,Produkt_115,Skontaktuj się z klientem pilnie
19,132,16,57.3,65.7,2025-11-06,55,0.9598603839441536,due_soon,due_soon,0.0,1.0,0.9598603839441536,54.0,11.2,12.0,289.14,3430.02,3469.68,187362.72,Klient_019,Produkt_132,Przygotuj ofertę ponownego zakupu
3,61,10,85.0,36.3,2025-09-12,110,1.2941176470588236,overdue,overdue,0.5729411764705883,1.0,0.7058823529411764,73.4,8.5,7.5,336.57,2498.02,2524.28,185282.15200000003,Klient_003,Produkt_061,Skontaktuj się z klientem pilnie
150,54,18,51.1,33.6,2025-11-17,44,0.8610567514677103,due_soon,due_soon,0.34246575342465757,1.0,0.8610567514677103,66.9,8.4,8.5,325.15,2819.37,2763.77,184896.21300000002,Klient_150,Produkt_054,Przygotuj ofertę ponownego zakupu
235,98,24,44.7,19.2,2025-10-27,65,1.45413870246085,overdue,overdue,0.5704697986577182,1.0,0.5458612975391499,69.3,10.1,9.0,295.45,2785.59,2659.05,184272.165,Klient_235,Produkt_098,Skontaktuj się z klientem pilnie
162,32,3,312.5,187.4,2024-11-23,403,1.2896,overdue,overdue,0.40032,0.375,0.7103999999999999,47.0,10.0,11.0,355.71,3632.75,3912.81,183902.07,Klient_162,Produkt_032,Skontaktuj się z klientem pilnie
6,43,11,97.9,132.4,2025-10-06,86,0.8784473953013279,due_soon,due_soon,0.0,1.0,0.8784473953013279,52.0,10.5,10.0,351.22,3260.1,3512.2,182634.4,Klient_006,Produkt_043,Przygotuj ofertę ponownego zakupu
277,102,5,211.8,126.8,2025-05-25,220,1.0387157695939566,due_soon,due_soon,0.40132200188857414,0.625,0.9612842304060434,60.8,10.2,10.0,298.92,2815.3,2989.2,181743.36,Klient_277,Produkt_102,Przygotuj ofertę ponownego zakupu
181,36,9,112.0,70.0,2025-07-06,178,1.5892857142857142,overdue,overdue,0.375,1.0,0.4107142857142858,57.1,9.4,9.0,353.54,3011.76,3181.86,181684.206,Klient_181,Produkt_036,Skontaktuj się z klientem pilnie
59,54,16,51.5,36.5,2025-10-20,72,1.3980582524271845,overdue,overdue,0.2912621359223301,1.0,0.6019417475728155,58.2,9.4,9.5,326.14,3228.43,3098.33,180322.806,Klient_059,Produkt_054,Skontaktuj się z klientem pilnie
100,54,20,52.6,32.1,2025-11-08,53,1.0076045627376427,due_soon,due_soon,0.38973384030418246,1.0,0.9923954372623573,72.3,9.7,7.5,330.62,2452.25,2479.65,179278.695,Klient_100,Produkt_054,Przygotuj ofertę ponownego zakupu
129,5,17,60.1,57.0,2025-09-26,96,1.5973377703826954,overdue,overdue,0.05158069883527461,1.0,0.4026622296173046,42.4,12.7,14.0,301.69,4089.02,4223.66,179083.18399999998,Klient_129,Produkt_005,Skontaktuj się z klientem pilnie
224,102,12,78.0,92.9,2025-10-13,79,1.0128205128205128,due_soon,due_soon,0.0,1.0,0.9871794871794872,54.7,10.0,10.5,311.8,3164.7,3273.9,179082.33000000002,Klient_224,Produkt_102,Przygotuj ofertę ponownego zakupu
119,32,5,123.2,81.4,2025-06-26,188,1.525974025974026,overdue,overdue,0.3392857142857143,0.625,0.474025974025974,45.9,10.6,11.0,354.6,3870.35,3900.6,179037.53999999998,Klient_119,Produkt_032,Skontaktuj się z klientem pilnie
156,18,8,126.1,81.8,2025-07-01,183,1.4512291831879462,overdue,overdue,0.35130848532910386,1.0,0.5487708168120538,59.5,8.5,8.5,353.72,2979.52,3006.62,178893.88999999998,Klient_156,Produkt_018,Skontaktuj się z klientem pilnie
101,56,16,65.5,47.5,2025-10-03,89,1.3587786259541985,overdue,overdue,0.2748091603053435,1.0,0.6412213740458015,58.4,9.1,9.5,321.57,2969.5,3054.92,178407.328,Klient_101,Produkt_056,Skontaktuj się z klientem pilnie
33,95,13,76.4,38.9,2025-08-15,138,1.8062827225130889,overdue,overdue,0.49083769633507857,1.0,0.19371727748691114,56.9,12.0,12.0,259.18,3119.88,3110.16,176968.104,Klient_033,Produkt_095,Skontaktuj się z klientem pilnie
105,67,8,112.6,45.3,2025-06-09,205,1.8206039076376554,overdue,overdue,0.5976909413854352,1.0,0.17939609236234455,61.4,10.0,8.5,338.44,2841.82,2876.74,176631.83599999998,Klient_105,Produkt_067,Skontaktuj się z klientem pilnie
289,100,13,72.2,28.3,2025-09-02,120,1.6620498614958448,overdue,overdue,0.60803324099723,1.0,0.33795013850415523,65.8,10.6,11.0,243.66,2776.84,2680.26,176361.108,Klient_289,Produkt_100,Skontaktuj się z klientem pilnie
277,56,3,307.5,211.4,2025-01-17,348,1.1317073170731706,due_soon,due_soon,0.312520325203252,0.375,0.8682926829268294,47.0,12.0,12.0,311.95,3852.0,3743.4,175939.80000000002,Klient_277,Produkt_056,Przygotuj ofertę ponownego zakupu
282,95,14,74.3,58.2,2025-09-29,93,1.2516823687752356,overdue,overdue,0.21668909825033644,1.0,0.7483176312247644,58.5,10.3,12.0,249.31,2946.9,2991.72,175015.62,Klient_282,Produkt_095,Skontaktuj się z klientem pilnie
15,84,13,82.2,39.4,2025-10-01,91,1.1070559610705595,due_soon,due_soon,0.5206812652068127,1.0,0.8929440389294405,75.8,9.1,8.0,288.06,2389.52,2304.48,174679.584,Klient_015,Produkt_084,Przygotuj ofertę ponownego zakupu
70,59,21,52.1,32.5,2025-11-09,52,0.9980806142034548,due_soon,due_soon,0.3761996161228407,1.0,0.9980806142034548,71.9,9.1,9.0,269.76,2227.77,2427.84,174561.69600000003,Klient_070,Produkt_059,Przygotuj ofertę ponownego zakupu
74,103,5,185.8,173.3,2025-05-15,230,1.2378902045209903,overdue,overdue,0.06727664155005386,0.625,0.7621097954790097,40.8,12.0,12.0,355.05,4200.6,4260.6,173832.48,Klient_074,Produkt_103,Skontaktuj się z klientem pilnie
167,51,12,85.6,43.3,2025-09-22,100,1.1682242990654206,due_soon,due_soon,0.4941588785046729,1.0,0.8317757009345794,73.0,10.3,10.0,236.21,2354.82,2362.1,172433.3,Klient_167,Produkt_051,Przygotuj ofertę ponownego zakupu
183,53,19,55.5,45.1,2025-10-25,67,1.2072072072072073,overdue,overdue,0.18738738738738736,1.0,0.7927927927927927,58.3,10.5,12.0,246.21,2780.14,2954.52,172248.516,Klient_183,Produkt_053,Skontaktuj się z klientem pilnie
37,108,13,80.1,41.6,2025-08-22,131,1.6354556803995008,overdue,overdue,0.480649188514357,1.0,0.36454431960049916,60.7,9.6,10.0,283.15,2861.76,2831.5,171872.05000000002,Klient_037,Produkt_108,Skontaktuj się z klientem pilnie
133,25,10,102.1,97.4,2025-10-01,91,0.89128305582762,due_soon,due_soon,0.046033300685602296,1.0,0.89128305582762,54.4,8.8,7.0,450.18,3130.66,3151.26,171428.544,Klient_133,Produkt_025,Przygotuj ofertę ponownego zakupu
