customer_id,source_product_id,target_product_id,source_purchase_count,pair_confidence,supporting_customers,product_id,typical_quantity,typical_unit_price,typical_line_value,expected_cross_sell_value,source_history_score,pair_score,support_score,cross_sell_confidence,cross_sell_score,customer_name,source_product_name,target_product_name
87,134,149,10,17.6,3,149,10.0,441.425,4305.3,4305.3,1.0,0.35200000000000004,0.3,50.1,215695.53000000003,Klient_087,Produkt_134,Produkt_149
51,134,149,8,17.6,3,149,10.0,441.425,4305.3,4305.3,1.0,0.35200000000000004,0.3,50.1,215695.53000000003,Klient_051,Produkt_134,Produkt_149
131,134,149,11,17.6,3,149,10.0,441.425,4305.3,4305.3,1.0,0.35200000000000004,0.3,50.1,215695.53000000003,Klient_131,Produkt_134,Produkt_149
98,3,18,20,23.5,4,18,10.0,353.33,3684.67,3684.67,1.0,0.47,0.4,58.5,215553.195,Klient_098,Produkt_003,Produkt_018
37,3,18,14,23.5,4,18,10.0,353.33,3684.67,3684.67,1.0,0.47,0.4,58.5,215553.195,Klient_037,Produkt_003,Produkt_018
242,3,18,9,23.5,4,18,10.0,353.33,3684.67,3684.67,1.0,0.47,0.4,58.5,215553.195,Klient_242,Produkt_003,Produkt_018
149,3,18,12,23.5,4,18,10.0,353.33,3684.67,3684.67,1.0,0.47,0.4,58.5,215553.195,Klient_149,Produkt_003,Produkt_018
121,3,18,13,23.5,4,18,10.0,353.33,3684.67,3684.67,1.0,0.47,0.4,58.5,215553.195,Klient_121,Produkt_003,Produkt_018
59,3,18,9,23.5,4,18,10.0,353.33,3684.67,3684.67,1.0,0.47,0.4,58.5,215553.195,Klient_059,Produkt_003,Produkt_018
106,3,18,13,23.5,4,18,10.0,353.33,3684.67,3684.67,1.0,0.47,0.4,58.5,215553.195,Klient_106,Produkt_003,Produkt_018
223,3,18,13,23.5,4,18,10.0,353.33,3684.67,3684.67,1.0,0.47,0.4,58.5,215553.195,Klient_223,Produkt_003,Produkt_018
111,3,18,25,23.5,4,18,10.0,353.33,3684.67,3684.67,1.0,0.47,0.4,58.5,215553.195,Klient_111,Produkt_003,Produkt_018
107,107,36,14,18.8,3,36,12.0,353.34,4201.01,4201.01,1.0,0.376,0.3,51.3,215511.813,Klient_107,Produkt_107,Produkt_036
287,107,36,9,18.8,3,36,12.0,353.34,4201.01,4201.01,1.0,0.376,0.3,51.3,215511.813,Klient_287,Produkt_107,Produkt_036
151,107,36,20,18.8,3,36,12.0,353.34,4201.01,4201.01,1.0,0.376,0.3,51.3,215511.813,Klient_151,Produkt_107,Produkt_036
263,107,36,27,18.8,3,36,12.0,353.34,4201.01,4201.01,1.0,0.376,0.3,51.3,215511.813,Klient_263,Produkt_107,Produkt_036
101,107,36,20,18.8,3,36,12.0,353.34,4201.01,4201.01,1.0,0.376,0.3,51.3,215511.813,Klient_101,Produkt_107,Produkt_036
239,107,36,9,18.8,3,36,12.0,353.34,4201.01,4201.01,1.0,0.376,0.3,51.3,215511.813,Klient_239,Produkt_107,Produkt_036
139,146,57,8,30.0,3,57,10.0,371.05,3446.91,3446.91,1.0,0.6,0.3,62.5,215431.875,Klient_139,Produkt_146,Produkt_057
6,146,57,9,30.0,3,57,10.0,371.05,3446.91,3446.91,1.0,0.6,0.3,62.5,215431.875,Klient_006,Produkt_146,Produkt_057
15,146,57,17,30.0,3,57,10.0,371.05,3446.91,3446.91,1.0,0.6,0.3,62.5,215431.875,Klient_015,Produkt_146,Produkt_057
20,90,25,14,17.6,3,25,10.0,449.96500000000003,4289.6,4289.6,1.0,0.35200000000000004,0.3,50.1,214908.96000000002,Klient_020,Produkt_090,Produkt_025
146,90,25,18,17.6,3,25,10.0,449.96500000000003,4289.6,4289.6,1.0,0.35200000000000004,0.3,50.1,214908.96000000002,Klient_146,Produkt_090,Produkt_025
202,90,25,15,17.6,3,25,10.0,449.96500000000003,4289.6,4289.6,1.0,0.35200000000000004,0.3,50.1,214908.96000000002,Klient_202,Produkt_090,Produkt_025
35,90,25,12,17.6,3,25,10.0,449.96500000000003,4289.6,4289.6,1.0,0.35200000000000004,0.3,50.1,214908.96000000002,Klient_035,Produkt_090,Produkt_025
246,90,25,11,17.6,3,25,10.0,449.96500000000003,4289.6,4289.6,1.0,0.35200000000000004,0.3,50.1,214908.96000000002,Klient_246,Produkt_090,Produkt_025
152,90,25,9,17.6,3,25,10.0,449.96500000000003,4289.6,4289.6,1.0,0.35200000000000004,0.3,50.1,214908.96000000002,Klient_152,Produkt_090,Produkt_025
269,51,25,15,17.6,3,25,10.0,449.96500000000003,4289.6,4289.6,1.0,0.35200000000000004,0.3,50.1,214908.96000000002,Klient_269,Produkt_051,Produkt_025
240,51,25,12,17.6,3,25,10.0,449.96500000000003,4289.6,4289.6,1.0,0.35200000000000004,0.3,50.1,214908.96000000002,Klient_240,Produkt_051,Produkt_025
232,51,25,8,17.6,3,25,10.0,449.96500000000003,4289.6,4289.6,1.0,0.35200000000000004,0.3,50.1,214908.96000000002,Klient_232,Produkt_051,Produkt_025
294,51,25,11,17.6,3,25,10.0,449.96500000000003,4289.6,4289.6,1.0,0.35200000000000004,0.3,50.1,214908.96000000002,Klient_294,Produkt_051,Produkt_025
167,51,25,12,17.6,3,25,10.0,449.96500000000003,4289.6,4289.6,1.0,0.35200000000000004,0.3,50.1,214908.96000000002,Klient_167,Produkt_051,Produkt_025
241,51,25,9,17.6,3,25,10.0,449.96500000000003,4289.6,4289.6,1.0,0.35200000000000004,0.3,50.1,214908.96000000002,Klient_241,Produkt_051,Produkt_025
135,51,25,9,17.6,3,25,10.0,449.96500000000003,4289.6,4289.6,1.0,0.35200000000000004,0.3,50.1,214908.96000000002,Klient_135,Produkt_051,Produkt_025
38,51,25,23,17.6,3,25,10.0,449.96500000000003,4289.6,4289.6,1.0,0.35200000000000004,0.3,50.1,214908.96000000002,Klient_038,Produkt_051,Produkt_025
187,7,31,9,23.1,3,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.462,0.3,55.6,214883.99200000003,Klient_187,Produkt_007,Produkt_031
30,7,31,24,23.1,3,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.462,0.3,55.6,214883.99200000003,Klient_030,Produkt_007,Produkt_031
222,7,31,9,23.1,3,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.462,0.3,55.6,214883.99200000003,Klient_222,Produkt_007,Produkt_031
197,7,31,8,23.1,3,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.462,0.3,55.6,214883.99200000003,Klient_197,Produkt_007,Produkt_031
113,7,31,9,23.1,3,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.462,0.3,55.6,214883.99200000003,Klient_113,Produkt_007,Produkt_031
63,127,71,5,26.7,4,71,10.0,399.87,4099.285,4099.28,0.625,0.534,0.4,52.3,214392.34399999998,Klient_063,Produkt_127,Produkt_071
189,127,71,5,26.7,4,71,10.0,399.87,4099.285,4099.28,0.625,0.534,0.4,52.3,214392.34399999998,Klient_189,Produkt_127,Produkt_071
44,27,48,7,21.1,4,48,11.0,385.125,4035.2,4035.2,0.875,0.42200000000000004,0.4,53.0,213865.59999999998,Klient_044,Produkt_027,Produkt_048
166,27,48,7,21.1,4,48,11.0,385.125,4035.2,4035.2,0.875,0.42200000000000004,0.4,53.0,213865.59999999998,Klient_166,Produkt_027,Produkt_048
112,95,115,12,25.0,4,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.5,0.4,60.0,213159.0,Klient_112,Produkt_095,Produkt_115
134,95,115,11,25.0,4,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.5,0.4,60.0,213159.0,Klient_134,Produkt_095,Produkt_115
59,95,115,12,25.0,4,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.5,0.4,60.0,213159.0,Klient_059,Produkt_095,Produkt_115
282,95,115,14,25.0,4,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.5,0.4,60.0,213159.0,Klient_282,Produkt_095,Produkt_115
43,95,115,18,25.0,4,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.5,0.4,60.0,213159.0,Klient_043,Produkt_095,Produkt_115
133,95,115,9,25.0,4,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.5,0.4,60.0,213159.0,Klient_133,Produkt_095,Produkt_115
237,95,115,14,25.0,4,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.5,0.4,60.0,213159.0,Klient_237,Produkt_095,Produkt_115
65,95,115,13,25.0,4,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.5,0.4,60.0,213159.0,Klient_065,Produkt_095,Produkt_115
165,95,115,8,25.0,4,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.5,0.4,60.0,213159.0,Klient_165,Produkt_095,Produkt_115
242,117,22,7,27.3,6,22,10.0,341.9,3318.2,3318.2,0.875,0.546,0.6,64.2,213028.44,Klient_242,Produkt_117,Produkt_022
26,95,86,7,25.0,4,86,9.0,431.66,3737.25,3737.25,0.875,0.5,0.4,56.9,212649.525,Klient_026,Produkt_095,Produkt_086
276,95,86,7,25.0,4,86,9.0,431.66,3737.25,3737.25,0.875,0.5,0.4,56.9,212649.525,Klient_276,Produkt_095,Produkt_086
211,95,86,7,25.0,4,86,9.0,431.66,3737.25,3737.25,0.875,0.5,0.4,56.9,212649.525,Klient_211,Produkt_095,Produkt_086
199,115,31,11,20.0,4,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.4,0.4,55.0,212565.1,Klient_199,Produkt_115,Produkt_031
86,115,31,10,20.0,4,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.4,0.4,55.0,212565.1,Klient_086,Produkt_115,Produkt_031
214,115,31,8,20.0,4,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.4,0.4,55.0,212565.1,Klient_214,Produkt_115,Produkt_031
101,115,31,18,20.0,4,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.4,0.4,55.0,212565.1,Klient_101,Produkt_115,Produkt_031
6,115,31,12,20.0,4,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.4,0.4,55.0,212565.1,Klient_006,Produkt_115,Produkt_031
146,115,31,9,20.0,4,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.4,0.4,55.0,212565.1,Klient_146,Produkt_115,Produkt_031
139,115,31,14,20.0,4,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.4,0.4,55.0,212565.1,Klient_139,Produkt_115,Produkt_031
167,115,31,16,20.0,4,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.4,0.4,55.0,212565.1,Klient_167,Produkt_115,Produkt_031
32,115,31,17,20.0,4,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.4,0.4,55.0,212565.1,Klient_032,Produkt_115,Produkt_031
126,115,31,15,20.0,4,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.4,0.4,55.0,212565.1,Klient_126,Produkt_115,Produkt_031
150,105,115,23,27.3,3,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.546,0.3,59.8,212448.47,Klient_150,Produkt_105,Produkt_115
242,105,115,8,27.3,3,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.546,0.3,59.8,212448.47,Klient_242,Produkt_105,Produkt_115
112,105,115,12,27.3,3,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.546,0.3,59.8,212448.47,Klient_112,Produkt_105,Produkt_115
91,105,115,13,27.3,3,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.546,0.3,59.8,212448.47,Klient_091,Produkt_105,Produkt_115
92,105,115,14,27.3,3,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.546,0.3,59.8,212448.47,Klient_092,Produkt_105,Produkt_115
14,105,115,14,27.3,3,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.546,0.3,59.8,212448.47,Klient_014,Produkt_105,Produkt_115
223,105,115,16,27.3,3,115,10.0,368.15,3552.6499999999996,3552.65,1.0,0.546,0.3,59.8,212448.47,Klient_223,Produkt_105,Produkt_115
178,62,18,23,25.0,3,18,10.0,353.33,3684.67,3684.67,1.0,0.5,0.3,57.5,211868.525,Klient_178,Produkt_062,Produkt_018
79,66,43,11,21.1,4,43,11.0,351.405,3774.185,3774.18,1.0,0.42200000000000004,0.4,56.1,211731.498,Klient_079,Produkt_066,Produkt_043
101,66,43,13,21.1,4,43,11.0,351.405,3774.185,3774.18,1.0,0.42200000000000004,0.4,56.1,211731.498,Klient_101,Produkt_066,Produkt_043
64,66,43,13,21.1,4,43,11.0,351.405,3774.185,3774.18,1.0,0.42200000000000004,0.4,56.1,211731.498,Klient_064,Produkt_066,Produkt_043
151,66,43,13,21.1,4,43,11.0,351.405,3774.185,3774.18,1.0,0.42200000000000004,0.4,56.1,211731.498,Klient_151,Produkt_066,Produkt_043
243,66,43,10,21.1,4,43,11.0,351.405,3774.185,3774.18,1.0,0.42200000000000004,0.4,56.1,211731.498,Klient_243,Produkt_066,Produkt_043
200,66,43,8,21.1,4,43,11.0,351.405,3774.185,3774.18,1.0,0.42200000000000004,0.4,56.1,211731.498,Klient_200,Produkt_066,Produkt_043
255,66,43,18,21.1,4,43,11.0,351.405,3774.185,3774.18,1.0,0.42200000000000004,0.4,56.1,211731.498,Klient_255,Produkt_066,Produkt_043
300,66,43,11,21.1,4,43,11.0,351.405,3774.185,3774.18,1.0,0.42200000000000004,0.4,56.1,211731.498,Klient_300,Produkt_066,Produkt_043
169,79,22,13,28.6,4,22,10.0,341.9,3318.2,3318.2,1.0,0.5720000000000001,0.4,63.6,211037.52,Klient_169,Produkt_079,Produkt_022
247,79,22,14,28.6,4,22,10.0,341.9,3318.2,3318.2,1.0,0.5720000000000001,0.4,63.6,211037.52,Klient_247,Produkt_079,Produkt_022
23,79,22,19,28.6,4,22,10.0,341.9,3318.2,3318.2,1.0,0.5720000000000001,0.4,63.6,211037.52,Klient_023,Produkt_079,Produkt_022
67,79,22,12,28.6,4,22,10.0,341.9,3318.2,3318.2,1.0,0.5720000000000001,0.4,63.6,211037.52,Klient_067,Produkt_079,Produkt_022
146,79,22,16,28.6,4,22,10.0,341.9,3318.2,3318.2,1.0,0.5720000000000001,0.4,63.6,211037.52,Klient_146,Produkt_079,Produkt_022
221,79,22,15,28.6,4,22,10.0,341.9,3318.2,3318.2,1.0,0.5720000000000001,0.4,63.6,211037.52,Klient_221,Produkt_079,Produkt_022
77,145,36,9,17.6,3,36,12.0,353.34,4201.01,4201.01,1.0,0.35200000000000004,0.3,50.1,210470.60100000002,Klient_077,Produkt_145,Produkt_036
275,145,36,8,17.6,3,36,12.0,353.34,4201.01,4201.01,1.0,0.35200000000000004,0.3,50.1,210470.60100000002,Klient_275,Produkt_145,Produkt_036
245,145,36,10,17.6,3,36,12.0,353.34,4201.01,4201.01,1.0,0.35200000000000004,0.3,50.1,210470.60100000002,Klient_245,Produkt_145,Produkt_036
183,145,36,17,17.6,3,36,12.0,353.34,4201.01,4201.01,1.0,0.35200000000000004,0.3,50.1,210470.60100000002,Klient_183,Produkt_145,Produkt_036
274,145,36,9,17.6,3,36,12.0,353.34,4201.01,4201.01,1.0,0.35200000000000004,0.3,50.1,210470.60100000002,Klient_274,Produkt_145,Produkt_036
21,145,36,8,17.6,3,36,12.0,353.34,4201.01,4201.01,1.0,0.35200000000000004,0.3,50.1,210470.60100000002,Klient_021,Produkt_145,Produkt_036
245,128,71,10,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_245,Produkt_128,Produkt_071
255,128,71,22,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_255,Produkt_128,Produkt_071
199,128,71,11,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_199,Produkt_128,Produkt_071
6,128,71,13,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_006,Produkt_128,Produkt_071
141,85,71,9,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_141,Produkt_085,Produkt_071
149,128,71,11,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_149,Produkt_128,Produkt_071
197,85,71,10,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_197,Produkt_085,Produkt_071
250,85,71,8,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_250,Produkt_085,Produkt_071
190,85,71,29,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_190,Produkt_085,Produkt_071
128,85,71,8,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_128,Produkt_085,Produkt_071
97,85,71,9,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_097,Produkt_085,Produkt_071
22,85,71,10,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_022,Produkt_085,Produkt_071
20,85,71,17,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_020,Produkt_085,Produkt_071
73,128,71,20,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_073,Produkt_128,Produkt_071
32,85,71,12,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_032,Produkt_085,Produkt_071
144,85,71,13,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_144,Produkt_085,Produkt_071
142,85,71,18,18.8,3,71,10.0,399.87,4099.285,4099.28,1.0,0.376,0.3,51.3,210293.06399999998,Klient_142,Produkt_085,Produkt_071
48,62,71,6,25.0,3,71,10.0,399.87,4099.285,4099.28,0.75,0.5,0.3,51.2,209883.136,Klient_048,Produkt_062,Produkt_071
180,50,43,22,23.1,3,43,11.0,351.405,3774.185,3774.18,1.0,0.462,0.3,55.6,209844.408,Klient_180,Produkt_050,Produkt_043
257,50,43,13,23.1,3,43,11.0,351.405,3774.185,3774.18,1.0,0.462,0.3,55.6,209844.408,Klient_257,Produkt_050,Produkt_043
260,50,43,8,23.1,3,43,11.0,351.405,3774.185,3774.18,1.0,0.462,0.3,55.6,209844.408,Klient_260,Produkt_050,Produkt_043
134,50,43,9,23.1,3,43,11.0,351.405,3774.185,3774.18,1.0,0.462,0.3,55.6,209844.408,Klient_134,Produkt_050,Produkt_043
129,50,43,12,23.1,3,43,11.0,351.405,3774.185,3774.18,1.0,0.462,0.3,55.6,209844.408,Klient_129,Produkt_050,Produkt_043
268,132,86,11,21.1,4,86,9.0,431.66,3737.25,3737.25,1.0,0.42200000000000004,0.4,56.1,209659.725,Klient_268,Produkt_132,Produkt_086
251,132,86,18,21.1,4,86,9.0,431.66,3737.25,3737.25,1.0,0.42200000000000004,0.4,56.1,209659.725,Klient_251,Produkt_132,Produkt_086
168,132,86,13,21.1,4,86,9.0,431.66,3737.25,3737.25,1.0,0.42200000000000004,0.4,56.1,209659.725,Klient_168,Produkt_132,Produkt_086
245,132,86,12,21.1,4,86,9.0,431.66,3737.25,3737.25,1.0,0.42200000000000004,0.4,56.1,209659.725,Klient_245,Produkt_132,Produkt_086
182,132,86,9,21.1,4,86,9.0,431.66,3737.25,3737.25,1.0,0.42200000000000004,0.4,56.1,209659.725,Klient_182,Produkt_132,Produkt_086
20,132,86,13,21.1,4,86,9.0,431.66,3737.25,3737.25,1.0,0.42200000000000004,0.4,56.1,209659.725,Klient_020,Produkt_132,Produkt_086
240,132,86,10,21.1,4,86,9.0,431.66,3737.25,3737.25,1.0,0.42200000000000004,0.4,56.1,209659.725,Klient_240,Produkt_132,Produkt_086
199,132,86,12,21.1,4,86,9.0,431.66,3737.25,3737.25,1.0,0.42200000000000004,0.4,56.1,209659.725,Klient_199,Produkt_132,Produkt_086
257,132,86,18,21.1,4,86,9.0,431.66,3737.25,3737.25,1.0,0.42200000000000004,0.4,56.1,209659.725,Klient_257,Produkt_132,Produkt_086
19,132,86,16,21.1,4,86,9.0,431.66,3737.25,3737.25,1.0,0.42200000000000004,0.4,56.1,209659.725,Klient_019,Produkt_132,Produkt_086
246,132,86,8,21.1,4,86,9.0,431.66,3737.25,3737.25,1.0,0.42200000000000004,0.4,56.1,209659.725,Klient_246,Produkt_132,Produkt_086
172,132,86,29,21.1,4,86,9.0,431.66,3737.25,3737.25,1.0,0.42200000000000004,0.4,56.1,209659.725,Klient_172,Produkt_132,Produkt_086
189,67,18,7,25.0,4,18,10.0,353.33,3684.67,3684.67,0.875,0.5,0.4,56.9,209657.723,Klient_189,Produkt_067,Produkt_018
10,67,18,7,25.0,4,18,10.0,353.33,3684.67,3684.67,0.875,0.5,0.4,56.9,209657.723,Klient_010,Produkt_067,Produkt_018
179,67,18,7,25.0,4,18,10.0,353.33,3684.67,3684.67,0.875,0.5,0.4,56.9,209657.723,Klient_179,Produkt_067,Produkt_018
292,24,148,7,30.8,4,148,10.0,330.84000000000003,3336.6,3336.6,0.875,0.616,0.4,62.7,209204.82,Klient_292,Produkt_024,Produkt_148
152,136,31,9,21.4,3,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.428,0.3,53.9,208313.798,Klient_152,Produkt_136,Produkt_031
191,136,31,13,21.4,3,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.428,0.3,53.9,208313.798,Klient_191,Produkt_136,Produkt_031
279,136,31,10,21.4,3,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.428,0.3,53.9,208313.798,Klient_279,Produkt_136,Produkt_031
223,136,31,10,21.4,3,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.428,0.3,53.9,208313.798,Klient_223,Produkt_136,Produkt_031
206,136,31,21,21.4,3,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.428,0.3,53.9,208313.798,Klient_206,Produkt_136,Produkt_031
67,136,31,18,21.4,3,31,9.0,439.66499999999996,3864.825,3864.82,1.0,0.428,0.3,53.9,208313.798,Klient_067,Produkt_136,Produkt_031
69,102,6,7,21.4,3,6,10.0,382.85,4100.5,4100.5,0.875,0.428,0.3,50.8,208305.4,Klient_069,Produkt_102,Produkt_006
31,102,6,7,21.4,3,6,10.0,382.85,4100.5,4100.5,0.875,0.428,0.3,50.8,208305.4,Klient_031,Produkt_102,Produkt_006
42,102,6,7,21.4,3,6,10.0,382.85,4100.5,4100.5,0.875,0.428,0.3,50.8,208305.4,Klient_042,Produkt_102,Produkt_006
93,1,80,8,20.0,3,80,10.0,402.59,3952.2,3952.2,1.0,0.4,0.3,52.5,207490.5,Klient_093,Produkt_001,Produkt_080
50,1,80,22,20.0,3,80,10.0,402.59,3952.2,3952.2,1.0,0.4,0.3,52.5,207490.5,Klient_050,Produkt_001,Produkt_080
193,1,80,8,20.0,3,80,10.0,402.59,3952.2,3952.2,1.0,0.4,0.3,52.5,207490.5,Klient_193,Produkt_001,Produkt_080
155,1,80,17,20.0,3,80,10.0,402.59,3952.2,3952.2,1.0,0.4,0.3,52.5,207490.5,Klient_155,Produkt_001,Produkt_080
212,1,80,8,20.0,3,80,10.0,402.59,3952.2,3952.2,1.0,0.4,0.3,52.5,207490.5,Klient_212,Produkt_001,Produkt_080
154,39,71,5,25.0,4,71,10.0,399.87,4099.285,4099.28,0.625,0.5,0.4,50.6,207423.568,Klient_154,Produkt_039,Produkt_071
277,39,71,5,25.0,4,71,10.0,399.87,4099.285,4099.28,0.625,0.5,0.4,50.6,207423.568,Klient_277,Produkt_039,Produkt_071
220,39,71,5,25.0,4,71,10.0,399.87,4099.285,4099.28,0.625,0.5,0.4,50.6,207423.568,Klient_220,Produkt_039,Produkt_071
179,58,18,9,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_179,Produkt_058,Produkt_018
225,58,18,21,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_225,Produkt_058,Produkt_018
292,58,18,11,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_292,Produkt_058,Produkt_018
237,66,18,12,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_237,Produkt_066,Produkt_018
107,66,18,10,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_107,Produkt_066,Produkt_018
300,66,18,11,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_300,Produkt_066,Produkt_018
152,58,18,8,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_152,Produkt_058,Produkt_018
283,58,18,10,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_283,Produkt_058,Produkt_018
151,66,18,13,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_151,Produkt_066,Produkt_018
168,58,18,11,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_168,Produkt_058,Produkt_018
101,66,18,13,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_101,Produkt_066,Produkt_018
22,58,18,10,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_022,Produkt_058,Produkt_018
167,58,18,16,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_167,Produkt_058,Produkt_018
255,66,18,18,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_255,Produkt_066,Produkt_018
209,58,18,20,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_209,Produkt_058,Produkt_018
109,58,18,12,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_109,Produkt_058,Produkt_018
96,58,18,8,21.1,4,18,10.0,353.33,3684.67,3684.67,1.0,0.42200000000000004,0.4,56.1,206709.98700000002,Klient_096,Produkt_058,Produkt_018
95,144,24,5,27.3,3,24,10.0,412.7,4094.8,4094.8,0.625,0.546,0.3,50.4,206377.92,Klient_095,Produkt_144,Produkt_024
32,21,32,13,26.7,4,32,9.5,349.9,3341.0699999999997,3341.07,1.0,0.534,0.4,61.7,206144.01900000003,Klient_032,Produkt_021,Produkt_032
130,21,32,9,26.7,4,32,9.5,349.9,3341.0699999999997,3341.07,1.0,0.534,0.4,61.7,206144.01900000003,Klient_130,Produkt_021,Produkt_032
126,21,32,22,26.7,4,32,9.5,349.9,3341.0699999999997,3341.07,1.0,0.534,0.4,61.7,206144.01900000003,Klient_126,Produkt_021,Produkt_032
247,21,32,11,26.7,4,32,9.5,349.9,3341.0699999999997,3341.07,1.0,0.534,0.4,61.7,206144.01900000003,Klient_247,Produkt_021,Produkt_032
232,21,32,8,26.7,4,32,9.5,349.9,3341.0699999999997,3341.07,1.0,0.534,0.4,61.7,206144.01900000003,Klient_232,Produkt_021,Produkt_032
